,A1,A2,A3,A4,A5,A6,A7,A8,A9
7138,1,3,1,0,0,1,0,1,4
7139,1,3,1,0,0,1,0,2,2
7140,1,3,1,0,0,1,1,0,1
7141,1,3,1,0,0,1,1,1,4
7142,1,3,1,0,0,1,1,2,2
7143,1,3,1,0,0,1,2,0,4
7144,1,3,1,0,0,1,2,1,4
7145,1,3,1,0,0,1,2,2,2
7146,1,3,1,0,1,0,0,0,1
7147,1,3,1,0,1,0,0,1,4
7148,1,3,1,0,1,0,0,2,2
7149,1,3,1,0,1,0,1,0,1
7150,1,3,1,0,1,0,1,1,4
7151,1,3,1,0,1,0,1,2,2
7152,1,3,1,0,1,0,2,0,4
7153,1,3,1,0,1,0,2,1,4
7154,1,3,1,0,1,0,2,2,2
7155,1,3,1,0,1,1,0,0,1
7156,1,3,1,0,1,1,0,1,4
7157,1,3,1,0,1,1,0,2,2
7158,1,3,1,0,1,1,1,0,1
7159,1,3,1,0,1,1,1,1,4
7160,1,3,1,0,1,1,1,2,2
7161,1,3,1,0,1,1,2,0,4
7162,1,3,1,0,1,1,2,1,4
7163,1,3,1,0,1,1,2,2,2
7164,1,3,1,0,2,0,0,0,4
7165,1,3,1,0,2,0,0,1,4
7166,1,3,1,0,2,0,0,2,2
7167,1,3,1,0,2,0,1,0,4
7168,1,3,1,0,2,0,1,1,4
7169,1,3,1,0,2,0,1,2,2
7170,1,3,1,0,2,0,2,0,4
7171,1,3,1,0,2,0,2,1,4
7172,1,3,1,0,2,0,2,2,2
7173,1,3,1,0,2,1,0,0,4
7174,1,3,1,0,2,1,0,1,4
7175,1,3,1,0,2,1,0,2,2
7176,1,3,1,0,2,1,1,0,4
7177,1,3,1,0,2,1,1,1,4
7178,1,3,1,0,2,1,1,2,2
7179,1,3,1,0,2,1,2,0,4
7180,1,3,1,0,2,1,2,1,4
7181,1,3,1,0,2,1,2,2,2
7182,1,3,1,1,0,0,0,0,1
7183,1,3,1,1,0,0,0,1,4
7184,1,3,1,1,0,0,0,2,2
7185,1,3,1,1,0,0,1,0,1
7186,1,3,1,1,0,0,1,1,4
7187,1,3,1,1,0,0,1,2,2
7188,1,3,1,1,0,0,2,0,4
7189,1,3,1,1,0,0,2,1,4
7190,1,3,1,1,0,0,2,2,2
7191,1,3,1,1,0,1,0,0,1
7192,1,3,1,1,0,1,0,1,4
7193,1,3,1,1,0,1,0,2,2
7194,1,3,1,1,0,1,1,0,1
7195,1,3,1,1,0,1,1,1,4
7196,1,3,1,1,0,1,1,2,2
7197,1,3,1,1,0,1,2,0,4
7198,1,3,1,1,0,1,2,1,4
7199,1,3,1,1,0,1,2,2,2
7200,1,3,1,1,1,0,0,0,1
7201,1,3,1,1,1,0,0,1,4
7202,1,3,1,1,1,0,0,2,2
7203,1,3,1,1,1,0,1,0,1
7204,1,3,1,1,1,0,1,1,4
7205,1,3,1,1,1,0,1,2,2
7206,1,3,1,1,1,0,2,0,4
7207,1,3,1,1,1,0,2,1,4
7208,1,3,1,1,1,0,2,2,2
7209,1,3,1,1,1,1,0,0,1
7210,1,3,1,1,1,1,0,1,4
7211,1,3,1,1,1,1,0,2,2
7212,1,3,1,1,1,1,1,0,1
7213,1,3,1,1,1,1,1,1,4
7214,1,3,1,1,1,1,1,2,2
7215,1,3,1,1,1,1,2,0,4
7216,1,3,1,1,1,1,2,1,4
7217,1,3,1,1,1,1,2,2,2
7218,1,3,1,1,2,0,0,0,4
7219,1,3,1,1,2,0,0,1,4
7220,1,3,1,1,2,0,0,2,2
7221,1,3,1,1,2,0,1,0,4
7222,1,3,1,1,2,0,1,1,4
7223,1,3,1,1,2,0,1,2,2
7224,1,3,1,1,2,0,2,0,4
7225,1,3,1,1,2,0,2,1,4
7226,1,3,1,1,2,0,2,2,2
7227,1,3,1,1,2,1,0,0,4
7228,1,3,1,1,2,1,0,1,4
7229,1,3,1,1,2,1,0,2,2
7230,1,3,1,1,2,1,1,0,4
7231,1,3,1,1,2,1,1,1,4
7232,1,3,1,1,2,1,1,2,2
7233,1,3,1,1,2,1,2,0,4
7234,1,3,1,1,2,1,2,1,4
7235,1,3,1,1,2,1,2,2,2
7236,1,3,1,2,0,0,0,0,1
7237,1,3,1,2,0,0,0,1,4
7238,1,3,1,2,0,0,0,2,2
7239,1,3,1,2,0,0,1,0,1
7240,1,3,1,2,0,0,1,1,4
7241,1,3,1,2,0,0,1,2,2
7242,1,3,1,2,0,0,2,0,4
7243,1,3,1,2,0,0,2,1,4
7244,1,3,1,2,0,0,2,2,2
7245,1,3,1,2,0,1,0,0,4
7246,1,3,1,2,0,1,0,1,4
7247,1,3,1,2,0,1,0,2,2
7248,1,3,1,2,0,1,1,0,4
7249,1,3,1,2,0,1,1,1,4
7250,1,3,1,2,0,1,1,2,2
7251,1,3,1,2,0,1,2,0,4
7252,1,3,1,2,0,1,2,1,4
7253,1,3,1,2,0,1,2,2,2
7254,1,3,1,2,1,0,0,0,4
7255,1,3,1,2,1,0,0,1,4
7256,1,3,1,2,1,0,0,2,2
7257,1,3,1,2,1,0,1,0,4
7258,1,3,1,2,1,0,1,1,4
7259,1,3,1,2,1,0,1,2,2
7260,1,3,1,2,1,0,2,0,4
7261,1,3,1,2,1,0,2,1,4
7262,1,3,1,2,1,0,2,2,2
7263,1,3,1,2,1,1,0,0,4
7264,1,3,1,2,1,1,0,1,4
7265,1,3,1,2,1,1,0,2,2
7266,1,3,1,2,1,1,1,0,4
7267,1,3,1,2,1,1,1,1,4
7268,1,3,1,2,1,1,1,2,2
7269,1,3,1,2,1,1,2,0,4
7270,1,3,1,2,1,1,2,1,4
7271,1,3,1,2,1,1,2,2,2
7272,1,3,1,2,2,0,0,0,4
7273,1,3,1,2,2,0,0,1,4
7274,1,3,1,2,2,0,0,2,2
7275,1,3,1,2,2,0,1,0,4
7276,1,3,1,2,2,0,1,1,4
7277,1,3,1,2,2,0,1,2,2
7278,1,3,1,2,2,0,2,0,4
7279,1,3,1,2,2,0,2,1,4
7280,1,3,1,2,2,0,2,2,2
7281,1,3,1,2,2,1,0,0,4
7282,1,3,1,2,2,1,0,1,4
7283,1,3,1,2,2,1,0,2,2
7284,1,3,1,2,2,1,1,0,4
7285,1,3,1,2,2,1,1,1,4
7286,1,3,1,2,2,1,1,2,2
7287,1,3,1,2,2,1,2,0,4
7288,1,3,1,2,2,1,2,1,4
7289,1,3,1,2,2,1,2,2,2
7290,1,3,1,3,0,0,0,0,1
7291,1,3,1,3,0,0,0,1,4
7292,1,3,1,3,0,0,0,2,2
7293,1,3,1,3,0,0,1,0,1
7294,1,3,1,3,0,0,1,1,4
7295,1,3,1,3,0,0,1,2,2
7296,1,3,1,3,0,0,2,0,4
7297,1,3,1,3,0,0,2,1,4
7298,1,3,1,3,0,0,2,2,2
7299,1,3,1,3,0,1,0,0,4
7300,1,3,1,3,0,1,0,1,4
7301,1,3,1,3,0,1,0,2,2
7302,1,3,1,3,0,1,1,0,4
7303,1,3,1,3,0,1,1,1,4
7304,1,3,1,3,0,1,1,2,2
7305,1,3,1,3,0,1,2,0,4
7306,1,3,1,3,0,1,2,1,4
7307,1,3,1,3,0,1,2,2,2
7308,1,3,1,3,1,0,0,0,4
7309,1,3,1,3,1,0,0,1,4
7310,1,3,1,3,1,0,0,2,2
7311,1,3,1,3,1,0,1,0,4
7312,1,3,1,3,1,0,1,1,4
7313,1,3,1,3,1,0,1,2,2
7314,1,3,1,3,1,0,2,0,4
7315,1,3,1,3,1,0,2,1,4
7316,1,3,1,3,1,0,2,2,2
7317,1,3,1,3,1,1,0,0,4
7318,1,3,1,3,1,1,0,1,4
7319,1,3,1,3,1,1,0,2,2
7320,1,3,1,3,1,1,1,0,4
7321,1,3,1,3,1,1,1,1,4
7322,1,3,1,3,1,1,1,2,2
7323,1,3,1,3,1,1,2,0,4
7324,1,3,1,3,1,1,2,1,4
7325,1,3,1,3,1,1,2,2,2
7326,1,3,1,3,2,0,0,0,4
7327,1,3,1,3,2,0,0,1,4
7328,1,3,1,3,2,0,0,2,2
7329,1,3,1,3,2,0,1,0,4
7330,1,3,1,3,2,0,1,1,4
7331,1,3,1,3,2,0,1,2,2
7332,1,3,1,3,2,0,2,0,4
7333,1,3,1,3,2,0,2,1,4
7334,1,3,1,3,2,0,2,2,2
7335,1,3,1,3,2,1,0,0,4
7336,1,3,1,3,2,1,0,1,4
7337,1,3,1,3,2,1,0,2,2
7338,1,3,1,3,2,1,1,0,4
7339,1,3,1,3,2,1,1,1,4
7340,1,3,1,3,2,1,1,2,2
7341,1,3,1,3,2,1,2,0,4
7342,1,3,1,3,2,1,2,1,4
7343,1,3,1,3,2,1,2,2,2
7344,1,3,2,0,0,0,0,0,1
7345,1,3,2,0,0,0,0,1,4
7346,1,3,2,0,0,0,0,2,2
7347,1,3,2,0,0,0,1,0,1
7348,1,3,2,0,0,0,1,1,4
7349,1,3,2,0,0,0,1,2,2
7350,1,3,2,0,0,0,2,0,4
7351,1,3,2,0,0,0,2,1,4
7352,1,3,2,0,0,0,2,2,2
7353,1,3,2,0,0,1,0,0,1
7354,1,3,2,0,0,1,0,1,4
7355,1,3,2,0,0,1,0,2,2
7356,1,3,2,0,0,1,1,0,1
7357,1,3,2,0,0,1,1,1,4
7358,1,3,2,0,0,1,1,2,2
7359,1,3,2,0,0,1,2,0,4
7360,1,3,2,0,0,1,2,1,4
7361,1,3,2,0,0,1,2,2,2
7362,1,3,2,0,1,0,0,0,1
7363,1,3,2,0,1,0,0,1,4
7364,1,3,2,0,1,0,0,2,2
7365,1,3,2,0,1,0,1,0,1
7366,1,3,2,0,1,0,1,1,4
7367,1,3,2,0,1,0,1,2,2
7368,1,3,2,0,1,0,2,0,4
7369,1,3,2,0,1,0,2,1,4
7370,1,3,2,0,1,0,2,2,2
7371,1,3,2,0,1,1,0,0,1
7372,1,3,2,0,1,1,0,1,4
7373,1,3,2,0,1,1,0,2,2
7374,1,3,2,0,1,1,1,0,1
7375,1,3,2,0,1,1,1,1,4
7376,1,3,2,0,1,1,1,2,2
7377,1,3,2,0,1,1,2,0,4
7378,1,3,2,0,1,1,2,1,4
7379,1,3,2,0,1,1,2,2,2
7380,1,3,2,0,2,0,0,0,4
7381,1,3,2,0,2,0,0,1,4
7382,1,3,2,0,2,0,0,2,2
7383,1,3,2,0,2,0,1,0,4
7384,1,3,2,0,2,0,1,1,4
7385,1,3,2,0,2,0,1,2,2
7386,1,3,2,0,2,0,2,0,4
7387,1,3,2,0,2,0,2,1,4
7388,1,3,2,0,2,0,2,2,2
7389,1,3,2,0,2,1,0,0,4
7390,1,3,2,0,2,1,0,1,4
7391,1,3,2,0,2,1,0,2,2
7392,1,3,2,0,2,1,1,0,4
7393,1,3,2,0,2,1,1,1,4
7394,1,3,2,0,2,1,1,2,2
7395,1,3,2,0,2,1,2,0,4
7396,1,3,2,0,2,1,2,1,4
7397,1,3,2,0,2,1,2,2,2
7398,1,3,2,1,0,0,0,0,1
7399,1,3,2,1,0,0,0,1,4
7400,1,3,2,1,0,0,0,2,2
7401,1,3,2,1,0,0,1,0,1
7402,1,3,2,1,0,0,1,1,4
7403,1,3,2,1,0,0,1,2,2
7404,1,3,2,1,0,0,2,0,4
7405,1,3,2,1,0,0,2,1,4
7406,1,3,2,1,0,0,2,2,2
7407,1,3,2,1,0,1,0,0,4
7408,1,3,2,1,0,1,0,1,4
7409,1,3,2,1,0,1,0,2,2
7410,1,3,2,1,0,1,1,0,4
7411,1,3,2,1,0,1,1,1,4
7412,1,3,2,1,0,1,1,2,2
7413,1,3,2,1,0,1,2,0,4
7414,1,3,2,1,0,1,2,1,4
7415,1,3,2,1,0,1,2,2,2
7416,1,3,2,1,1,0,0,0,4
7417,1,3,2,1,1,0,0,1,4
7418,1,3,2,1,1,0,0,2,2
7419,1,3,2,1,1,0,1,0,4
7420,1,3,2,1,1,0,1,1,4
7421,1,3,2,1,1,0,1,2,2
7422,1,3,2,1,1,0,2,0,4
7423,1,3,2,1,1,0,2,1,4
7424,1,3,2,1,1,0,2,2,2
7425,1,3,2,1,1,1,0,0,4
7426,1,3,2,1,1,1,0,1,4
7427,1,3,2,1,1,1,0,2,2
7428,1,3,2,1,1,1,1,0,4
7429,1,3,2,1,1,1,1,1,4
7430,1,3,2,1,1,1,1,2,2
7431,1,3,2,1,1,1,2,0,4
7432,1,3,2,1,1,1,2,1,4
7433,1,3,2,1,1,1,2,2,2
7434,1,3,2,1,2,0,0,0,4
7435,1,3,2,1,2,0,0,1,4
7436,1,3,2,1,2,0,0,2,2
7437,1,3,2,1,2,0,1,0,4
7438,1,3,2,1,2,0,1,1,4
7439,1,3,2,1,2,0,1,2,2
7440,1,3,2,1,2,0,2,0,4
7441,1,3,2,1,2,0,2,1,4
7442,1,3,2,1,2,0,2,2,2
7443,1,3,2,1,2,1,0,0,4
7444,1,3,2,1,2,1,0,1,4
7445,1,3,2,1,2,1,0,2,2
7446,1,3,2,1,2,1,1,0,4
7447,1,3,2,1,2,1,1,1,4
7448,1,3,2,1,2,1,1,2,2
7449,1,3,2,1,2,1,2,0,4
7450,1,3,2,1,2,1,2,1,4
7451,1,3,2,1,2,1,2,2,2
7452,1,3,2,2,0,0,0,0,1
7453,1,3,2,2,0,0,0,1,4
7454,1,3,2,2,0,0,0,2,2
7455,1,3,2,2,0,0,1,0,1
7456,1,3,2,2,0,0,1,1,4
7457,1,3,2,2,0,0,1,2,2
7458,1,3,2,2,0,0,2,0,4
7459,1,3,2,2,0,0,2,1,4
7460,1,3,2,2,0,0,2,2,2
7461,1,3,2,2,0,1,0,0,4
7462,1,3,2,2,0,1,0,1,4
7463,1,3,2,2,0,1,0,2,2
7464,1,3,2,2,0,1,1,0,4
7465,1,3,2,2,0,1,1,1,4
7466,1,3,2,2,0,1,1,2,2
7467,1,3,2,2,0,1,2,0,4
7468,1,3,2,2,0,1,2,1,4
7469,1,3,2,2,0,1,2,2,2
7470,1,3,2,2,1,0,0,0,4
7471,1,3,2,2,1,0,0,1,4
7472,1,3,2,2,1,0,0,2,2
7473,1,3,2,2,1,0,1,0,4
7474,1,3,2,2,1,0,1,1,4
7475,1,3,2,2,1,0,1,2,2
7476,1,3,2,2,1,0,2,0,4
7477,1,3,2,2,1,0,2,1,4
7478,1,3,2,2,1,0,2,2,2
7479,1,3,2,2,1,1,0,0,4
7480,1,3,2,2,1,1,0,1,4
7481,1,3,2,2,1,1,0,2,2
7482,1,3,2,2,1,1,1,0,4
7483,1,3,2,2,1,1,1,1,4
7484,1,3,2,2,1,1,1,2,2
7485,1,3,2,2,1,1,2,0,4
7486,1,3,2,2,1,1,2,1,4
7487,1,3,2,2,1,1,2,2,2
7488,1,3,2,2,2,0,0,0,4
7489,1,3,2,2,2,0,0,1,4
7490,1,3,2,2,2,0,0,2,2
7491,1,3,2,2,2,0,1,0,4
7492,1,3,2,2,2,0,1,1,4
7493,1,3,2,2,2,0,1,2,2
7494,1,3,2,2,2,0,2,0,4
7495,1,3,2,2,2,0,2,1,4
7496,1,3,2,2,2,0,2,2,2
7497,1,3,2,2,2,1,0,0,4
7498,1,3,2,2,2,1,0,1,4
7499,1,3,2,2,2,1,0,2,2
7500,1,3,2,2,2,1,1,0,4
7501,1,3,2,2,2,1,1,1,4
7502,1,3,2,2,2,1,1,2,2
7503,1,3,2,2,2,1,2,0,4
7504,1,3,2,2,2,1,2,1,4
7505,1,3,2,2,2,1,2,2,2
7506,1,3,2,3,0,0,0,0,1
7507,1,3,2,3,0,0,0,1,4
7508,1,3,2,3,0,0,0,2,2
7509,1,3,2,3,0,0,1,0,1
7510,1,3,2,3,0,0,1,1,4
7511,1,3,2,3,0,0,1,2,2
7512,1,3,2,3,0,0,2,0,4
7513,1,3,2,3,0,0,2,1,4
7514,1,3,2,3,0,0,2,2,2
7515,1,3,2,3,0,1,0,0,4
7516,1,3,2,3,0,1,0,1,4
7517,1,3,2,3,0,1,0,2,2
7518,1,3,2,3,0,1,1,0,4
7519,1,3,2,3,0,1,1,1,4
7520,1,3,2,3,0,1,1,2,2
7521,1,3,2,3,0,1,2,0,4
7522,1,3,2,3,0,1,2,1,4
7523,1,3,2,3,0,1,2,2,2
7524,1,3,2,3,1,0,0,0,4
7525,1,3,2,3,1,0,0,1,4
7526,1,3,2,3,1,0,0,2,2
7527,1,3,2,3,1,0,1,0,4
7528,1,3,2,3,1,0,1,1,4
7529,1,3,2,3,1,0,1,2,2
7530,1,3,2,3,1,0,2,0,4
7531,1,3,2,3,1,0,2,1,4
7532,1,3,2,3,1,0,2,2,2
7533,1,3,2,3,1,1,0,0,4
7534,1,3,2,3,1,1,0,1,4
7535,1,3,2,3,1,1,0,2,2
7536,1,3,2,3,1,1,1,0,4
7537,1,3,2,3,1,1,1,1,4
7538,1,3,2,3,1,1,1,2,2
7539,1,3,2,3,1,1,2,0,4
7540,1,3,2,3,1,1,2,1,4
7541,1,3,2,3,1,1,2,2,2
7542,1,3,2,3,2,0,0,0,4
7543,1,3,2,3,2,0,0,1,4
7544,1,3,2,3,2,0,0,2,2
7545,1,3,2,3,2,0,1,0,4
7546,1,3,2,3,2,0,1,1,4
7547,1,3,2,3,2,0,1,2,2
7548,1,3,2,3,2,0,2,0,4
7549,1,3,2,3,2,0,2,1,4
7550,1,3,2,3,2,0,2,2,2
7551,1,3,2,3,2,1,0,0,4
7552,1,3,2,3,2,1,0,1,4
7553,1,3,2,3,2,1,0,2,2
7554,1,3,2,3,2,1,1,0,4
7555,1,3,2,3,2,1,1,1,4
7556,1,3,2,3,2,1,1,2,2
7557,1,3,2,3,2,1,2,0,4
7558,1,3,2,3,2,1,2,1,4
7559,1,3,2,3,2,1,2,2,2
7560,1,3,3,0,0,0,0,0,1
7561,1,3,3,0,0,0,0,1,4
7562,1,3,3,0,0,0,0,2,2
7563,1,3,3,0,0,0,1,0,1
7564,1,3,3,0,0,0,1,1,4
7565,1,3,3,0,0,0,1,2,2
7566,1,3,3,0,0,0,2,0,4
7567,1,3,3,0,0,0,2,1,4
7568,1,3,3,0,0,0,2,2,2
7569,1,3,3,0,0,1,0,0,4
7570,1,3,3,0,0,1,0,1,4
7571,1,3,3,0,0,1,0,2,2
7572,1,3,3,0,0,1,1,0,4
7573,1,3,3,0,0,1,1,1,4
7574,1,3,3,0,0,1,1,2,2
7575,1,3,3,0,0,1,2,0,4
7576,1,3,3,0,0,1,2,1,4
7577,1,3,3,0,0,1,2,2,2
7578,1,3,3,0,1,0,0,0,4
7579,1,3,3,0,1,0,0,1,4
7580,1,3,3,0,1,0,0,2,2
7581,1,3,3,0,1,0,1,0,4
7582,1,3,3,0,1,0,1,1,4
7583,1,3,3,0,1,0,1,2,2
7584,1,3,3,0,1,0,2,0,4
7585,1,3,3,0,1,0,2,1,4
7586,1,3,3,0,1,0,2,2,2
7587,1,3,3,0,1,1,0,0,4
7588,1,3,3,0,1,1,0,1,4
7589,1,3,3,0,1,1,0,2,2
7590,1,3,3,0,1,1,1,0,4
7591,1,3,3,0,1,1,1,1,4
7592,1,3,3,0,1,1,1,2,2
7593,1,3,3,0,1,1,2,0,4
7594,1,3,3,0,1,1,2,1,4
7595,1,3,3,0,1,1,2,2,2
7596,1,3,3,0,2,0,0,0,4
7597,1,3,3,0,2,0,0,1,4
7598,1,3,3,0,2,0,0,2,2
7599,1,3,3,0,2,0,1,0,4
7600,1,3,3,0,2,0,1,1,4
7601,1,3,3,0,2,0,1,2,2
7602,1,3,3,0,2,0,2,0,4
7603,1,3,3,0,2,0,2,1,4
7604,1,3,3,0,2,0,2,2,2
7605,1,3,3,0,2,1,0,0,4
7606,1,3,3,0,2,1,0,1,4
7607,1,3,3,0,2,1,0,2,2
7608,1,3,3,0,2,1,1,0,4
7609,1,3,3,0,2,1,1,1,4
7610,1,3,3,0,2,1,1,2,2
7611,1,3,3,0,2,1,2,0,4
7612,1,3,3,0,2,1,2,1,4
7613,1,3,3,0,2,1,2,2,2
7614,1,3,3,1,0,0,0,0,1
7615,1,3,3,1,0,0,0,1,4
7616,1,3,3,1,0,0,0,2,2
7617,1,3,3,1,0,0,1,0,1
7618,1,3,3,1,0,0,1,1,4
7619,1,3,3,1,0,0,1,2,2
7620,1,3,3,1,0,0,2,0,4
7621,1,3,3,1,0,0,2,1,4
7622,1,3,3,1,0,0,2,2,2
7623,1,3,3,1,0,1,0,0,4
7624,1,3,3,1,0,1,0,1,4
7625,1,3,3,1,0,1,0,2,2
7626,1,3,3,1,0,1,1,0,4
7627,1,3,3,1,0,1,1,1,4
7628,1,3,3,1,0,1,1,2,2
7629,1,3,3,1,0,1,2,0,4
7630,1,3,3,1,0,1,2,1,4
7631,1,3,3,1,0,1,2,2,2
7632,1,3,3,1,1,0,0,0,4
7633,1,3,3,1,1,0,0,1,4
7634,1,3,3,1,1,0,0,2,2
7635,1,3,3,1,1,0,1,0,4
7636,1,3,3,1,1,0,1,1,4
7637,1,3,3,1,1,0,1,2,2
7638,1,3,3,1,1,0,2,0,4
7639,1,3,3,1,1,0,2,1,4
7640,1,3,3,1,1,0,2,2,2
7641,1,3,3,1,1,1,0,0,4
7642,1,3,3,1,1,1,0,1,4
7643,1,3,3,1,1,1,0,2,2
7644,1,3,3,1,1,1,1,0,4
7645,1,3,3,1,1,1,1,1,4
7646,1,3,3,1,1,1,1,2,2
7647,1,3,3,1,1,1,2,0,4
7648,1,3,3,1,1,1,2,1,4
7649,1,3,3,1,1,1,2,2,2
7650,1,3,3,1,2,0,0,0,4
7651,1,3,3,1,2,0,0,1,4
7652,1,3,3,1,2,0,0,2,2
7653,1,3,3,1,2,0,1,0,4
7654,1,3,3,1,2,0,1,1,4
7655,1,3,3,1,2,0,1,2,2
7656,1,3,3,1,2,0,2,0,4
7657,1,3,3,1,2,0,2,1,4
7658,1,3,3,1,2,0,2,2,2
7659,1,3,3,1,2,1,0,0,4
7660,1,3,3,1,2,1,0,1,4
7661,1,3,3,1,2,1,0,2,2
7662,1,3,3,1,2,1,1,0,4
7663,1,3,3,1,2,1,1,1,4
7664,1,3,3,1,2,1,1,2,2
7665,1,3,3,1,2,1,2,0,4
7666,1,3,3,1,2,1,2,1,4
7667,1,3,3,1,2,1,2,2,2
7668,1,3,3,2,0,0,0,0,1
7669,1,3,3,2,0,0,0,1,4
7670,1,3,3,2,0,0,0,2,2
7671,1,3,3,2,0,0,1,0,1
7672,1,3,3,2,0,0,1,1,4
7673,1,3,3,2,0,0,1,2,2
7674,1,3,3,2,0,0,2,0,4
7675,1,3,3,2,0,0,2,1,4
7676,1,3,3,2,0,0,2,2,2
7677,1,3,3,2,0,1,0,0,4
7678,1,3,3,2,0,1,0,1,4
7679,1,3,3,2,0,1,0,2,2
7680,1,3,3,2,0,1,1,0,4
7681,1,3,3,2,0,1,1,1,4
7682,1,3,3,2,0,1,1,2,2
7683,1,3,3,2,0,1,2,0,4
7684,1,3,3,2,0,1,2,1,4
7685,1,3,3,2,0,1,2,2,2
7686,1,3,3,2,1,0,0,0,4
7687,1,3,3,2,1,0,0,1,4
7688,1,3,3,2,1,0,0,2,2
7689,1,3,3,2,1,0,1,0,4
7690,1,3,3,2,1,0,1,1,4
7691,1,3,3,2,1,0,1,2,2
7692,1,3,3,2,1,0,2,0,4
7693,1,3,3,2,1,0,2,1,4
7694,1,3,3,2,1,0,2,2,2
7695,1,3,3,2,1,1,0,0,4
7696,1,3,3,2,1,1,0,1,4
7697,1,3,3,2,1,1,0,2,2
7698,1,3,3,2,1,1,1,0,4
7699,1,3,3,2,1,1,1,1,4
7700,1,3,3,2,1,1,1,2,2
7701,1,3,3,2,1,1,2,0,4
7702,1,3,3,2,1,1,2,1,4
7703,1,3,3,2,1,1,2,2,2
7704,1,3,3,2,2,0,0,0,4
7705,1,3,3,2,2,0,0,1,4
7706,1,3,3,2,2,0,0,2,2
7707,1,3,3,2,2,0,1,0,4
7708,1,3,3,2,2,0,1,1,4
7709,1,3,3,2,2,0,1,2,2
7710,1,3,3,2,2,0,2,0,4
7711,1,3,3,2,2,0,2,1,4
7712,1,3,3,2,2,0,2,2,2
7713,1,3,3,2,2,1,0,0,4
7714,1,3,3,2,2,1,0,1,4
7715,1,3,3,2,2,1,0,2,2
7716,1,3,3,2,2,1,1,0,4
7717,1,3,3,2,2,1,1,1,4
7718,1,3,3,2,2,1,1,2,2
7719,1,3,3,2,2,1,2,0,4
7720,1,3,3,2,2,1,2,1,4
7721,1,3,3,2,2,1,2,2,2
7722,1,3,3,3,0,0,0,0,1
7723,1,3,3,3,0,0,0,1,4
7724,1,3,3,3,0,0,0,2,2
7725,1,3,3,3,0,0,1,0,1
7726,1,3,3,3,0,0,1,1,4
7727,1,3,3,3,0,0,1,2,2
7728,1,3,3,3,0,0,2,0,4
7729,1,3,3,3,0,0,2,1,4
7730,1,3,3,3,0,0,2,2,2
7731,1,3,3,3,0,1,0,0,4
7732,1,3,3,3,0,1,0,1,4
7733,1,3,3,3,0,1,0,2,2
7734,1,3,3,3,0,1,1,0,4
7735,1,3,3,3,0,1,1,1,4
7736,1,3,3,3,0,1,1,2,2
7737,1,3,3,3,0,1,2,0,4
7738,1,3,3,3,0,1,2,1,4
7739,1,3,3,3,0,1,2,2,2
7740,1,3,3,3,1,0,0,0,4
7741,1,3,3,3,1,0,0,1,4
7742,1,3,3,3,1,0,0,2,2
7743,1,3,3,3,1,0,1,0,4
7744,1,3,3,3,1,0,1,1,4
7745,1,3,3,3,1,0,1,2,2
7746,1,3,3,3,1,0,2,0,4
7747,1,3,3,3,1,0,2,1,4
7748,1,3,3,3,1,0,2,2,2
7749,1,3,3,3,1,1,0,0,4
7750,1,3,3,3,1,1,0,1,4
7751,1,3,3,3,1,1,0,2,2
7752,1,3,3,3,1,1,1,0,4
7753,1,3,3,3,1,1,1,1,4
7754,1,3,3,3,1,1,1,2,2
7755,1,3,3,3,1,1,2,0,4
7756,1,3,3,3,1,1,2,1,4
7757,1,3,3,3,1,1,2,2,2
7758,1,3,3,3,2,0,0,0,4
7759,1,3,3,3,2,0,0,1,4
7760,1,3,3,3,2,0,0,2,2
7761,1,3,3,3,2,0,1,0,4
7762,1,3,3,3,2,0,1,1,4
7763,1,3,3,3,2,0,1,2,2
7764,1,3,3,3,2,0,2,0,4
7765,1,3,3,3,2,0,2,1,4
7766,1,3,3,3,2,0,2,2,2
7767,1,3,3,3,2,1,0,0,4
7768,1,3,3,3,2,1,0,1,4
7769,1,3,3,3,2,1,0,2,2
7770,1,3,3,3,2,1,1,0,4
7771,1,3,3,3,2,1,1,1,4
7772,1,3,3,3,2,1,1,2,2
7773,1,3,3,3,2,1,2,0,4
7774,1,3,3,3,2,1,2,1,4
7775,1,3,3,3,2,1,2,2,2
7776,1,4,0,0,0,0,0,0,1
7777,1,4,0,0,0,0,0,1,1
7778,1,4,0,0,0,0,0,2,2
7779,1,4,0,0,0,0,1,0,1
7780,1,4,0,0,0,0,1,1,1
7781,1,4,0,0,0,0,1,2,2
7782,1,4,0,0,0,0,2,0,1
7783,1,4,0,0,0,0,2,1,1
7784,1,4,0,0,0,0,2,2,2
7785,1,4,0,0,0,1,0,0,1
7786,1,4,0,0,0,1,0,1,4
7787,1,4,0,0,0,1,0,2,2
7788,1,4,0,0,0,1,1,0,1
7789,1,4,0,0,0,1,1,1,4
7790,1,4,0,0,0,1,1,2,2
7791,1,4,0,0,0,1,2,0,4
7792,1,4,0,0,0,1,2,1,4
7793,1,4,0,0,0,1,2,2,2
7794,1,4,0,0,1,0,0,0,1
7795,1,4,0,0,1,0,0,1,4
7796,1,4,0,0,1,0,0,2,2
7797,1,4,0,0,1,0,1,0,1
7798,1,4,0,0,1,0,1,1,4
7799,1,4,0,0,1,0,1,2,2
7800,1,4,0,0,1,0,2,0,4
7801,1,4,0,0,1,0,2,1,4
7802,1,4,0,0,1,0,2,2,2
