age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
45,3,84324,6,12,1,3,1,0,0,0,0,50,0,1
24,1,224716,1,9,0,6,3,0,0,0,0,40,0,0
34,1,186269,1,9,2,0,3,0,0,0,0,40,0,0
58,2,143731,1,9,1,5,1,0,0,0,0,72,0,1
39,1,236391,1,9,1,6,1,0,0,0,0,45,0,0
22,1,54560,1,9,0,4,3,0,0,0,0,40,0,0
38,1,266325,0,13,1,3,2,0,1,0,0,32,0,1
32,4,42900,10,15,1,3,1,0,0,15024,0,50,0,1
45,6,183710,1,9,2,7,0,0,0,0,0,48,0,0
23,1,278254,1,9,1,9,1,1,0,0,0,45,0,0
35,1,119992,6,12,1,6,1,0,0,0,0,45,0,0
52,1,284329,5,10,1,6,1,0,0,0,0,45,0,1
55,1,368727,5,10,2,6,0,0,0,0,0,40,0,0
23,1,353696,1,9,0,8,3,0,0,0,0,40,0,0
22,1,31387,0,13,1,0,3,3,1,2885,0,25,0,0
27,1,110931,1,9,1,0,1,0,0,0,0,40,0,0
24,1,169532,6,12,0,0,3,0,1,0,0,15,0,0
21,1,285522,5,10,0,6,0,0,0,0,0,40,0,0
49,1,198774,0,13,2,5,5,0,1,0,0,35,0,0
32,1,123291,15,8,1,9,1,0,0,0,0,40,0,0
64,1,146110,5,10,6,4,4,0,1,0,0,24,0,0
37,2,29814,1,9,0,8,4,0,0,0,0,50,0,0
61,1,195595,8,4,3,9,0,0,0,0,0,40,27,0
44,1,92649,1,9,1,6,2,0,1,0,0,40,0,1
53,1,290688,1,9,1,6,1,0,0,0,0,52,0,1
43,1,427382,3,14,0,3,0,0,0,0,0,50,0,1
60,6,234854,9,16,1,3,1,0,0,0,1902,40,0,1
23,1,276568,5,10,0,5,3,0,1,0,0,40,0,0
25,1,250038,3,14,1,9,0,0,0,0,0,40,5,0
29,1,150861,1,9,0,0,0,0,1,0,0,40,0,0
51,1,87205,0,13,2,3,4,0,1,0,0,55,9,0
47,1,343579,13,2,3,8,0,0,0,0,0,12,5,0
20,1,94401,1,9,0,1,4,0,1,0,0,40,0,0
25,1,120238,2,7,1,7,1,0,0,5178,0,40,15,1
27,1,205440,12,6,1,9,1,0,0,0,0,40,0,0
23,1,198996,1,9,0,0,0,0,1,0,0,40,0,0
18,1,294253,1,9,0,4,3,0,1,0,0,27,0,0
23,1,256628,8,4,1,7,1,0,0,0,0,32,0,0
59,2,223131,1,9,2,1,0,0,0,0,0,60,0,0
46,1,207301,1,9,0,0,0,0,1,0,0,37,0,0
66,0,270460,8,4,2,11,0,0,0,0,0,40,0,0
46,5,125457,3,14,1,3,1,1,0,0,0,38,0,1
36,5,212856,2,7,0,4,4,0,1,0,0,23,0,0
44,1,197389,1,9,3,9,4,0,1,0,0,40,0,0
17,1,73338,2,7,0,5,3,0,0,0,0,20,0,0
27,1,68037,5,10,0,1,0,0,0,0,0,45,0,0
32,1,185027,5,10,1,5,1,0,0,0,0,40,0,1
53,1,107123,1,9,2,4,0,1,0,0,0,40,0,0
22,1,109482,5,10,0,3,3,0,0,0,0,98,0,0
30,1,174543,6,12,0,3,3,0,1,0,0,40,0,0
47,2,208407,0,13,1,3,1,0,0,0,2002,30,0,0
68,2,211584,5,10,1,5,1,0,0,0,0,40,0,1
39,1,108540,1,9,1,5,1,0,0,0,0,40,0,0
22,1,202416,0,13,0,0,3,0,1,0,0,40,0,0
62,0,160155,8,4,1,11,1,0,0,6418,0,40,0,1
20,1,176178,1,9,0,5,3,0,1,0,0,35,0,0
21,1,265148,1,9,0,2,5,0,0,0,0,38,2,0
34,1,220631,7,11,0,4,0,0,0,0,0,50,4,0
30,2,303692,1,9,1,1,1,0,0,0,0,75,0,0
25,1,135845,5,10,0,0,3,0,1,0,0,40,0,0
23,6,199915,1,9,0,4,3,0,1,0,0,21,0,0
40,6,150533,0,13,1,3,5,0,0,0,0,40,0,0
26,4,85482,1,9,0,0,0,2,0,0,0,40,0,0
57,2,24473,7,11,1,6,1,0,0,0,0,40,0,1
36,1,272944,7,11,1,1,1,0,0,0,0,60,0,1
43,0,82077,5,10,2,11,4,2,1,0,0,40,0,0
49,6,194895,0,13,2,3,0,0,0,0,0,40,0,0
58,1,314153,1,9,1,6,1,0,0,0,0,40,0,1
32,1,176253,5,10,2,1,0,1,0,0,0,40,0,0
59,1,113959,1,9,1,0,1,0,0,0,0,45,0,1
42,6,167581,0,13,0,0,5,0,1,0,0,40,0,0
37,1,79586,0,13,1,1,1,2,0,0,0,40,12,0
40,1,166662,10,15,1,3,1,0,0,15024,0,45,0,1
47,1,72896,1,9,1,7,1,0,0,0,0,40,0,0
56,1,345730,0,13,1,3,1,0,0,0,0,45,0,1
30,1,302473,1,9,0,0,3,0,1,0,0,40,0,0
42,1,42346,1,9,6,1,0,1,1,0,0,35,0,0
21,1,243921,1,9,0,4,3,0,0,0,0,40,0,0
21,1,131620,1,9,3,9,3,0,1,0,0,40,24,0
47,1,158924,1,9,1,10,2,0,1,0,0,40,0,0
22,2,32921,5,10,0,8,3,0,0,0,0,20,0,0
35,1,252897,6,12,0,0,0,0,1,14344,0,40,0,1
41,1,155657,2,7,0,2,5,1,1,0,0,40,0,0
43,4,155106,0,13,1,2,1,0,0,0,0,53,0,0
60,1,82775,5,10,1,5,1,0,0,0,0,55,0,0
73,1,26248,8,4,1,5,1,0,0,0,0,30,0,1
90,1,88991,0,13,1,1,2,0,1,0,0,40,9,1
62,4,125155,1,9,1,0,1,0,0,0,0,38,0,0
28,1,218039,1,9,1,6,1,0,0,0,0,40,0,0
45,1,53524,5,10,1,6,1,0,0,0,0,40,0,0
19,1,259352,1,9,0,5,0,0,0,0,0,45,0,0
30,1,296453,1,9,0,6,0,0,0,0,0,35,0,0
19,1,278915,15,8,0,2,3,1,1,0,0,52,0,0
23,1,565313,5,10,0,4,3,1,0,2202,0,80,0,0
22,4,274103,0,13,0,3,3,0,0,0,0,10,0,0
19,1,271118,1,9,0,0,3,0,1,0,0,28,0,0
45,4,207107,6,12,2,0,4,2,0,0,2080,40,13,0
26,5,138597,1,9,0,4,4,1,1,0,0,25,0,0
42,5,180985,12,6,1,2,1,0,0,99999,0,40,0,1
62,2,159939,1,9,1,8,1,0,0,0,0,35,0,0
61,1,110920,12,6,1,5,1,0,0,0,0,40,0,0
34,1,34862,0,13,2,5,0,3,0,0,1564,60,0,1
22,5,163205,1,9,0,4,3,0,1,0,0,53,0,0
56,1,110003,3,14,1,3,1,0,0,0,0,40,0,1
32,1,229051,5,10,1,3,1,0,0,0,0,40,0,0
24,0,144898,5,10,0,11,4,0,0,0,0,40,0,0
26,1,211596,1,9,2,6,0,0,0,0,0,40,0,0
32,1,48458,1,9,0,5,3,1,1,0,1669,45,0,0
58,1,201393,6,12,2,0,0,0,0,0,1876,40,0,0
25,2,136450,6,12,1,0,2,0,1,0,0,35,0,1
23,1,193586,5,10,0,0,3,0,1,0,0,25,0,0
23,1,91189,5,10,1,10,1,0,0,0,0,40,0,0
54,1,227832,5,10,1,0,1,0,0,0,0,40,0,0
28,1,271936,5,10,0,1,0,0,1,0,0,35,0,0
35,1,61343,0,13,1,5,1,0,0,0,0,40,0,1
30,1,157778,5,10,1,3,1,0,0,0,0,25,0,1
23,1,201680,15,8,1,6,1,0,0,0,0,40,0,0
42,1,228320,5,10,1,10,1,0,0,0,0,50,0,1
72,1,33404,12,6,6,0,0,0,1,0,0,20,0,0
21,1,103205,1,9,1,9,1,0,0,0,0,40,0,0
37,1,279029,0,13,0,6,0,0,0,0,0,40,0,0
54,1,213092,1,9,2,4,0,0,1,0,0,40,0,0
58,1,126104,3,14,2,0,0,0,1,0,1980,45,0,0
32,1,119124,0,13,0,3,3,0,0,0,0,40,0,0
65,1,31924,5,10,6,0,0,0,1,0,0,15,0,0
22,1,253799,0,13,1,9,1,0,0,0,0,45,4,0
52,1,266138,0,13,1,1,1,0,0,0,0,40,4,1
65,1,185001,12,6,6,5,0,0,1,0,0,20,0,0
33,2,34102,1,9,0,4,0,0,1,0,0,35,0,0
35,1,115214,1,9,0,9,4,0,0,6497,0,65,0,0
27,1,289484,5,10,0,0,3,0,1,0,0,40,0,0
34,6,287908,1,9,0,4,3,1,0,0,0,42,0,0
53,2,158284,1,9,1,5,1,0,0,0,0,70,0,0
23,1,60668,12,6,1,6,1,0,0,0,0,40,23,0
43,6,222978,9,16,4,3,4,0,1,0,0,40,0,1
58,1,244605,7,11,1,1,1,0,0,3908,0,40,0,0
38,1,150601,12,6,4,0,4,0,0,0,3770,40,0,0
26,1,199143,1,9,1,2,1,0,0,0,0,50,0,0
60,1,131681,0,13,1,1,1,0,0,0,0,50,0,1
28,1,346406,1,9,1,9,1,0,0,0,1672,50,0,0
33,4,391122,1,9,0,0,3,0,1,0,0,30,0,0
29,5,280344,5,10,1,7,1,0,0,0,0,40,0,0
54,6,188809,9,16,0,1,0,0,1,0,0,50,0,1
41,1,277488,8,4,1,8,1,0,0,0,0,36,0,0
63,2,181561,5,10,2,1,0,0,0,0,0,50,0,0
31,1,158545,1,9,1,0,2,0,1,0,0,27,0,0
23,1,313573,0,13,0,5,3,1,1,0,0,25,0,0
31,1,591711,5,10,3,7,0,1,0,0,0,40,4,0
41,1,268183,10,15,1,3,1,0,0,0,0,45,0,1
51,1,392286,1,9,1,7,1,0,0,0,0,40,0,1
59,1,233312,5,10,1,6,1,0,0,0,0,40,0,1
23,1,520231,5,10,0,3,0,0,1,0,0,45,0,0
24,2,186831,5,10,0,1,0,1,0,0,0,45,0,0
67,2,141085,1,9,2,3,0,0,1,0,0,20,0,0
65,0,198019,1,9,6,11,0,0,1,0,0,35,0,0
47,5,198660,0,13,1,3,1,0,0,0,0,40,0,1
21,1,409230,1,9,0,6,0,0,0,0,0,40,27,0
38,1,376025,8,4,1,8,1,0,0,0,0,40,0,0
55,1,80167,0,13,2,3,4,0,1,0,0,40,0,0
39,1,99357,3,14,2,3,3,0,1,1506,0,40,0,0
24,1,82847,1,9,4,4,4,0,1,0,0,50,23,1
24,1,22201,1,9,1,12,1,2,0,0,0,40,18,0
38,1,275223,5,10,1,5,1,0,0,7298,0,40,0,1
19,1,117595,1,9,0,4,3,0,0,0,0,24,0,0
32,1,207668,1,9,1,6,1,0,0,0,0,50,0,0
63,2,179981,5,10,1,1,1,0,0,0,0,60,0,1
18,1,192583,5,10,0,5,0,0,1,0,0,30,0,0
36,1,66304,5,10,1,7,1,0,0,0,0,45,0,0
41,1,200671,0,13,2,7,3,1,0,6497,0,40,0,0
57,1,32365,5,10,0,12,0,0,0,0,0,40,0,0
48,1,28497,1,9,1,6,1,0,0,0,0,40,0,0
44,1,222978,1,9,2,5,0,0,1,0,1504,40,0,0
25,1,160261,5,10,0,1,3,2,0,0,0,40,28,0
48,1,120724,15,8,1,1,1,0,0,0,0,50,0,0
20,1,91733,5,10,0,5,3,0,1,0,0,8,0,0
74,2,146929,1,9,1,5,1,0,0,0,0,55,0,0
44,1,205706,1,9,0,1,0,0,1,0,0,40,0,0
26,1,181666,5,10,1,9,2,0,1,0,0,40,0,0
54,5,279452,1,9,1,8,1,0,0,0,0,40,0,0
39,1,207568,1,9,1,2,1,0,0,0,0,48,0,1
38,1,22494,5,10,2,0,0,0,1,7443,0,40,0,0
18,1,210026,12,6,0,4,5,0,1,0,0,40,0,0
32,5,190889,3,14,0,3,0,4,1,0,0,40,4,0
24,1,109869,5,10,0,4,3,0,0,0,0,40,0,0
19,2,285263,4,5,0,3,0,0,0,0,0,35,5,0
28,1,192588,1,9,1,9,1,0,0,0,0,40,0,0
28,1,232945,1,9,4,2,0,4,0,0,0,30,0,0
49,5,31339,1,9,1,6,1,0,0,0,0,40,0,0
50,1,305147,0,13,1,6,1,0,0,0,0,40,0,0
63,1,188914,1,9,6,9,5,1,1,0,0,40,22,0
58,2,141165,1,9,1,8,1,0,0,0,0,50,0,0
68,3,136218,1,9,6,4,4,0,1,0,0,15,0,0
41,4,371382,5,10,1,1,1,1,0,0,0,40,0,1
21,0,199177,1,9,0,11,0,0,1,0,0,40,0,0
27,1,221366,5,10,1,3,1,0,0,3103,0,50,0,1
24,1,403671,0,13,0,3,0,0,0,0,0,40,0,0
50,1,193871,0,13,2,1,4,0,1,0,0,40,0,0
47,1,306183,5,10,2,4,3,0,1,0,0,44,0,0
64,0,159938,1,9,2,11,0,0,0,8614,0,40,0,1
54,1,124194,1,9,6,4,4,0,1,0,0,40,0,0
28,1,69847,0,13,0,0,3,2,1,0,0,30,0,0
26,6,169323,3,14,0,3,0,0,1,0,0,40,0,0
35,6,172327,0,13,4,1,0,0,0,0,0,42,0,0
48,1,118889,1,9,1,5,1,0,0,2885,0,15,0,0
50,1,166220,6,12,1,5,2,0,1,3942,0,40,0,0
39,1,186420,1,9,2,0,0,0,1,0,0,40,0,0
46,1,192779,0,13,0,5,0,0,0,0,0,45,0,1
41,1,105616,5,10,6,0,4,1,1,0,0,48,0,0
24,1,141113,8,4,1,5,1,0,0,2580,0,40,0,0
57,1,160275,1,9,2,6,0,0,0,0,0,40,0,0
32,1,164507,1,9,0,2,0,0,0,0,0,40,16,0
41,1,207578,6,12,1,1,1,1,0,0,0,50,3,1
55,1,314592,1,9,1,6,1,0,0,0,0,40,0,1
41,0,254630,7,11,2,11,0,0,0,0,0,80,0,0
69,1,159522,8,4,2,9,4,1,1,2964,0,40,0,0
22,1,112130,1,9,0,4,0,1,1,0,0,40,0,0
45,1,192835,1,9,1,4,1,0,0,3942,0,40,0,0
33,1,206280,1,9,0,0,0,1,0,0,0,40,0,0
57,1,308861,5,10,4,5,0,0,1,0,0,40,0,0
38,2,93206,0,13,1,1,1,2,0,0,1902,65,0,1
40,1,206066,1,9,1,6,1,0,0,0,0,50,0,0
48,2,309895,5,10,2,2,3,0,1,0,0,40,0,0
38,5,216129,5,10,3,1,4,1,1,0,0,35,0,0
26,6,287420,0,13,0,3,0,0,1,0,0,60,0,0
24,1,163595,1,9,0,9,3,0,0,0,0,40,0,0
35,1,170092,1,9,3,4,4,1,1,0,0,20,0,0
37,1,287031,5,10,1,6,1,0,0,5178,0,75,0,1
42,1,59474,1,9,2,9,0,0,0,0,0,40,0,0
37,1,99151,1,9,1,0,2,0,1,0,0,40,0,1
37,1,206888,1,9,0,1,0,0,1,0,0,50,0,0
28,1,177119,3,14,0,1,0,0,1,0,0,80,4,0
22,1,173736,1,9,1,6,1,0,0,0,0,40,0,0
24,1,182163,2,7,0,0,0,0,1,0,0,40,11,0
45,5,311080,5,10,1,0,1,0,0,0,0,40,0,1
29,2,389857,1,9,0,6,0,0,0,0,0,50,0,1
23,1,297152,5,10,0,0,3,1,1,0,0,25,0,0
24,4,130534,0,13,0,1,0,0,0,0,0,40,0,0
25,1,137301,6,12,0,3,3,0,1,0,0,40,0,0
58,1,316235,1,9,2,5,5,0,1,0,0,32,0,0
28,3,32922,7,11,0,5,0,0,0,0,0,60,0,0
58,1,118303,1,9,6,5,0,0,1,0,0,35,0,1
18,1,188241,2,7,0,4,3,0,0,0,0,16,0,0
59,1,236731,8,4,1,12,1,0,0,0,0,40,7,0
39,1,209397,1,9,2,0,4,0,1,0,0,40,0,0
53,3,290640,5,10,1,5,1,0,0,0,0,50,0,1
54,1,221915,10,15,0,3,5,0,1,0,0,65,0,0
51,1,175246,1,9,1,7,1,0,0,0,0,50,0,1
59,1,159724,3,14,1,5,1,0,0,7298,0,55,0,1
42,6,160369,1,9,0,12,0,0,0,0,0,40,0,1
36,1,461337,5,10,1,0,2,0,1,0,0,40,0,0
37,1,187311,5,10,0,0,0,0,1,0,0,60,0,0
32,1,29312,5,10,0,2,3,0,0,0,0,40,0,0
38,2,197365,1,9,1,10,1,0,0,0,0,50,0,0
19,1,301747,1,9,4,0,3,0,1,0,0,30,0,0
55,5,135439,0,13,6,3,0,0,1,0,0,48,0,0
30,1,340917,1,9,0,6,0,0,0,0,0,40,0,0
27,1,155057,5,10,1,3,1,0,0,0,0,50,0,1
65,0,200749,1,9,1,11,1,0,0,0,0,25,0,0
44,1,323627,0,13,0,1,0,0,1,0,0,5,0,0
23,0,154921,11,3,0,11,0,0,0,0,0,50,0,0
32,1,131425,0,13,1,9,1,0,0,0,0,50,0,0
60,1,184242,1,9,3,4,4,0,1,0,0,20,0,0
28,1,149769,1,9,0,9,0,2,0,0,0,40,17,0
44,1,124924,1,9,1,1,1,0,0,0,0,40,5,0
29,1,253003,1,9,0,2,0,0,0,0,0,16,0,0
57,6,250976,1,9,1,6,1,0,0,0,0,40,0,0
41,1,104196,5,10,2,7,0,0,0,0,0,60,0,0
34,2,250182,2,7,1,7,1,0,0,0,0,60,0,0
44,1,188331,5,10,2,1,4,0,1,0,0,42,0,0
44,1,187322,0,13,2,7,0,0,0,0,0,40,0,0
57,1,130714,13,2,1,2,1,0,0,0,0,22,0,0
37,1,40955,0,13,0,3,0,0,0,0,0,30,0,0
35,1,107125,0,13,1,3,1,0,0,0,0,16,0,1
51,1,145714,3,14,1,1,1,0,0,99999,0,50,4,1
27,1,133937,5,10,0,1,0,0,0,0,0,45,0,0
41,6,293485,5,10,1,0,2,0,1,3103,0,40,0,1
28,0,203260,0,13,0,11,0,0,0,0,0,8,0,0
37,2,143368,9,16,1,3,1,0,0,0,0,60,0,0
18,1,51789,5,10,0,4,3,0,0,0,0,8,0,0
24,6,211049,8,4,0,10,4,0,1,0,0,20,0,0
53,1,81794,15,8,1,0,2,0,1,0,0,40,0,0
40,1,139193,1,9,2,9,0,0,0,0,1980,48,0,0
54,1,150999,5,10,2,9,0,0,0,0,0,60,0,0
22,1,332657,5,10,0,3,0,0,1,0,0,40,0,0
44,1,240043,12,6,3,0,4,1,1,0,0,30,0,0
43,1,186188,5,10,2,1,4,0,1,0,0,45,12,0
58,6,223400,0,13,1,3,2,0,1,0,0,20,0,1
59,5,102442,0,13,1,3,2,0,1,0,0,45,0,1
31,1,236599,0,13,1,1,1,0,0,0,0,45,0,1
35,1,283237,1,9,0,9,3,0,0,0,0,40,0,0
17,1,150106,12,6,0,5,3,0,1,0,0,20,0,0
45,1,102076,5,10,2,3,4,0,1,0,0,32,0,0
40,1,374764,5,10,2,2,0,0,0,0,0,40,0,0
35,1,32528,1,9,1,2,1,0,0,0,0,45,0,0
25,4,50053,0,13,0,10,0,0,0,0,0,45,0,0
58,1,212864,1,9,2,2,0,0,0,0,0,40,0,0
39,1,30673,5,10,2,2,0,0,0,0,0,50,0,1
69,0,248248,13,2,1,11,1,2,0,0,0,34,13,0
23,1,419554,1,9,1,1,1,0,0,0,0,54,0,0
32,6,177216,0,13,0,3,0,0,1,0,0,40,0,0
48,1,118158,6,12,1,7,1,0,0,0,0,44,0,0
41,1,116391,0,13,1,2,1,0,0,0,0,40,11,0
74,1,194312,4,5,6,6,0,0,0,0,0,10,4,0
43,1,111895,0,13,1,3,1,0,0,0,0,50,0,1
18,1,193290,5,10,0,4,3,0,0,0,1721,20,0,0
24,4,287988,0,13,0,13,0,0,0,0,0,40,0,0
58,1,147653,5,10,1,0,2,0,1,0,0,32,0,0
54,1,117674,3,14,1,3,1,0,0,0,0,40,0,1
60,1,187458,8,4,1,6,1,0,0,0,0,40,0,0
28,1,410351,5,10,1,8,1,0,0,0,0,40,0,0
41,1,207578,1,9,1,7,1,0,0,0,0,40,0,1
62,0,55621,5,10,1,11,1,1,0,0,0,35,0,1
27,6,271243,5,10,2,0,4,1,0,0,0,40,2,0
30,1,188798,5,10,2,4,3,0,1,0,0,20,0,0
63,5,168656,0,13,2,6,0,1,0,0,0,35,32,0
33,1,460408,1,9,0,5,0,0,0,3325,0,50,0,0
34,1,241885,1,9,1,7,1,0,0,0,0,45,0,0
20,0,133061,4,5,0,11,3,0,0,0,0,40,0,0
51,1,194097,1,9,1,12,1,0,0,0,0,40,0,0
21,1,219137,12,6,0,4,3,1,0,0,0,25,0,0
50,1,31621,1,9,1,6,1,0,0,0,0,40,0,1
43,1,207685,1,9,1,9,1,0,0,0,0,40,0,0
27,1,57052,1,9,1,6,1,0,0,2885,0,40,0,0
19,1,109854,1,9,0,0,3,0,1,0,0,40,0,0
20,0,369678,1,9,0,11,0,4,0,0,0,43,0,0
17,1,53611,15,8,0,4,3,0,1,0,0,6,0,0
47,1,344916,6,12,2,7,0,1,0,0,0,40,0,0
25,5,198813,0,13,0,0,5,1,1,0,0,40,0,0
71,1,180733,3,14,0,4,0,0,1,0,0,20,0,0
21,1,188073,1,9,0,9,3,1,1,0,0,40,0,0
69,0,159077,2,7,1,11,1,0,0,0,0,48,0,0
48,1,174829,6,12,1,9,1,0,0,0,0,40,0,0
57,1,142791,8,4,6,5,5,0,1,0,1602,3,0,0
58,2,43221,5,10,1,8,1,0,0,0,2415,40,0,1
34,1,188736,1,9,1,9,5,4,1,0,0,20,16,0
33,5,222654,5,10,1,2,1,0,0,0,0,66,4,0
56,1,251836,11,3,1,4,1,0,0,0,0,40,4,0
40,4,112388,3,14,0,3,0,0,0,0,0,40,0,0
28,1,209641,1,9,0,4,0,0,0,0,0,32,0,0
42,1,313945,3,14,1,5,1,0,0,0,0,40,19,0
19,0,134974,5,10,0,11,3,0,1,0,0,20,0,0
41,1,152742,7,11,2,10,0,0,1,3325,0,40,0,0
28,3,153291,1,9,0,0,3,0,1,0,0,35,0,0
40,1,353432,12,6,2,9,0,0,1,0,0,35,0,0
23,1,96635,5,10,0,9,3,2,0,0,0,30,0,0
46,0,202560,1,9,1,11,2,0,1,0,0,40,0,1
39,1,150057,3,14,0,5,0,0,0,0,0,50,0,1
39,1,114844,0,13,0,5,0,0,0,0,1876,50,0,0
45,1,132847,1,9,0,2,0,0,1,0,0,40,0,0
21,0,41356,5,10,0,11,3,0,1,0,0,35,0,0
50,2,93705,5,10,2,5,0,0,1,0,0,40,0,0
33,1,309350,1,9,1,0,1,0,0,0,0,40,0,0
34,1,123084,2,7,1,9,3,0,1,0,0,40,0,0
55,1,174662,1,9,1,7,1,0,0,0,0,32,0,0
62,4,177295,1,9,6,0,4,0,1,0,0,40,0,0
31,1,211880,0,13,1,5,1,0,0,0,0,40,0,0
35,2,454915,4,5,1,6,1,0,0,0,0,40,0,0
30,1,232475,1,9,4,6,0,0,0,0,0,40,0,0
57,3,244605,5,10,1,5,1,0,0,0,0,50,0,1
50,1,150876,1,9,1,1,1,1,0,0,1887,55,0,1
51,1,257337,1,9,1,7,1,0,0,0,0,50,0,0
47,1,329144,1,9,1,5,1,0,0,4386,0,45,0,1
37,1,116960,0,13,0,3,0,0,0,0,0,45,0,1
58,1,267663,8,4,1,7,1,0,0,0,0,40,5,0
39,1,47871,0,13,2,1,4,0,1,0,0,50,0,1
34,1,295922,5,10,0,9,0,0,0,0,0,40,9,1
45,1,175625,1,9,4,0,4,0,1,0,0,38,0,0
19,0,129586,5,10,0,11,3,0,0,0,0,40,0,0
42,1,190179,0,13,1,3,1,0,0,99999,0,40,0,1
40,1,168071,7,11,2,10,0,0,0,3325,0,40,0,0
39,2,202027,10,15,1,3,1,0,0,0,1977,50,0,1
36,1,202662,3,14,1,3,1,0,0,0,0,40,0,1
56,1,101436,1,9,2,0,5,3,1,0,0,35,0,0
19,0,119234,5,10,0,11,5,0,1,0,0,15,0,0
37,1,360743,5,10,1,2,1,1,0,0,0,40,0,1
60,5,93272,1,9,1,4,1,0,0,0,0,40,0,0
56,1,145574,1,9,1,6,1,0,0,0,0,40,0,1
51,1,101722,8,4,1,1,1,3,0,3908,0,47,0,0
34,1,135785,0,13,0,3,0,0,1,0,0,36,0,0
23,0,218415,5,10,0,11,3,0,1,0,0,10,0,0
19,1,127709,1,9,0,8,3,1,0,0,0,30,0,0
37,4,448337,1,9,0,1,4,1,1,0,0,40,0,0
58,1,310320,0,13,1,1,1,0,0,0,0,40,0,1
33,1,251521,2,7,0,0,0,0,1,0,0,35,0,0
39,1,255503,0,13,0,1,0,0,0,0,0,40,0,1
36,1,116608,1,9,0,0,0,0,1,4865,0,40,0,0
26,1,71009,0,13,0,3,0,2,1,0,0,40,13,0
22,1,174975,7,11,0,10,3,0,1,0,0,36,0,0
32,1,108023,3,14,0,0,0,0,0,0,0,40,0,0
17,1,204018,2,7,0,5,4,0,0,0,0,15,0,0
57,0,366563,5,10,2,11,0,0,1,0,0,40,0,0
68,1,121846,8,4,6,4,4,3,1,0,0,20,0,0
70,1,278139,1,9,1,5,1,0,0,3432,0,40,0,0
30,1,114691,1,9,0,8,3,0,0,0,0,40,0,0
19,6,536725,5,10,0,0,5,0,1,0,0,15,29,0
51,1,94432,1,9,1,3,1,0,0,0,0,40,0,0
19,1,286002,5,10,0,0,5,0,0,0,0,30,36,0
47,1,101684,1,9,1,6,1,0,0,0,0,40,0,0
41,1,352834,0,13,1,3,1,0,0,7688,0,55,0,1
36,1,99146,5,10,1,9,1,0,0,0,1887,40,0,1
30,1,231413,5,10,1,6,1,0,0,0,0,40,0,1
26,1,158846,1,9,1,9,1,0,0,0,0,45,0,0
41,5,190786,0,13,2,3,0,0,0,0,0,20,0,0
25,1,306513,5,10,1,0,1,0,0,0,0,45,0,0
62,1,152148,4,5,1,4,1,0,0,0,0,40,0,0
23,1,309580,3,14,0,3,0,0,0,0,0,40,0,0
26,0,130832,0,13,0,11,4,0,1,0,0,10,0,0
25,1,194897,1,9,0,5,3,3,0,6849,0,40,0,0
30,1,130078,0,13,0,5,0,0,1,0,0,45,0,0
48,1,39986,1,9,0,2,0,0,0,0,0,40,0,0
20,1,379198,1,9,0,4,5,4,0,0,0,40,5,0
51,1,189762,5,10,1,1,2,0,1,0,0,15,0,1
19,1,178147,5,10,0,2,3,0,0,0,0,10,0,0
31,1,332379,1,9,0,9,0,0,0,0,0,40,0,0
36,1,175759,0,13,1,1,1,0,0,7298,0,50,0,1
21,0,262062,5,10,0,11,3,0,1,0,0,40,0,0
40,1,275446,1,9,0,5,3,1,0,0,0,40,0,0
30,2,278522,2,7,0,8,3,1,0,0,0,40,0,0
28,2,54683,5,10,0,6,0,0,0,0,1590,40,0,0
57,1,136107,4,5,1,6,1,1,0,0,0,40,0,1
18,1,205894,2,7,0,5,3,0,0,0,0,15,0,0
54,1,210736,1,9,1,6,1,0,0,0,0,40,0,1
32,1,166634,1,9,1,9,1,1,0,0,0,40,0,0
52,1,185283,3,14,0,3,0,0,0,0,0,40,0,0
27,1,180553,1,9,4,9,4,0,1,0,0,40,0,0
45,1,199058,0,13,1,1,1,0,0,0,0,48,4,0
18,1,145005,5,10,0,4,3,0,0,0,0,20,0,0
37,2,184655,1,9,0,6,0,0,0,0,0,35,0,0
52,1,358554,1,9,1,9,1,1,0,0,0,40,0,1
59,1,307423,4,5,0,4,0,1,0,0,0,50,0,0
27,1,472070,7,11,0,9,0,0,0,0,0,40,0,0
43,4,115562,1,9,1,9,1,0,0,0,0,40,0,0
56,1,32446,5,10,1,6,1,0,0,0,0,40,0,1
44,2,33121,5,10,1,8,1,0,0,0,0,72,0,0
37,1,183345,7,11,0,6,0,0,0,0,0,45,0,0
28,1,119793,7,11,2,1,0,0,0,10520,0,50,0,1
48,2,97883,1,9,4,4,5,0,1,0,0,25,0,0
58,2,31732,0,13,1,1,1,0,0,0,0,50,0,0
29,1,206250,1,9,1,6,1,0,0,0,0,45,0,0
37,1,103323,6,12,1,5,1,0,0,0,0,40,0,0
35,3,135436,10,15,1,3,1,0,0,0,0,50,0,1
36,1,376455,7,11,2,6,0,0,0,0,0,38,0,0
52,1,160703,1,9,1,0,1,0,0,0,0,48,0,0
30,1,131699,1,9,2,7,0,0,0,0,0,40,0,0
22,1,243842,4,5,0,6,3,0,0,0,0,40,0,0
55,2,349910,6,12,1,5,1,0,0,0,0,60,0,0
61,1,170262,1,9,1,1,2,0,1,15024,0,38,0,1
